,0
ann_return,0.0015118753624610015
ann_vol,0.001674541131175941
sharpe,0.9028594964396557
max_drawdown,-0.00017500000000003624
calmar,8.639287785489648
beta,0.2292237442922374
win_rate,0.5555555555555556
