,0
2013-01-02,0.0
2013-01-03,-0.00017500000000000003
2013-01-04,0.00018500000000000002
2013-01-07,-0.00010999999999999999
2013-01-08,5.500000000000001e-05
2013-01-09,7.35e-05
2013-01-10,-5.2499999999999995e-05
2013-01-11,8.049999999999999e-05
2013-01-14,-5.2499999999999995e-05
2013-01-15,5.599999999999999e-05
